,Name,Sex,Event,Age,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,AgeClass,Federation,Date,MeetCountry,MeetState,MeetName,Region,Political
1062356,Sarah Stedman,F,SBD,24.5,80.0,50.0,87.5,24-34,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062357,Tatyana Webb,F,SBD,26.5,122.5,65.0,147.5,24-34,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062358,Lisa Bell,F,SBD,38.5,115.0,60.0,145.0,35-39,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062359,Vanessa Gale,F,SBD,27.5,115.0,60.0,127.5,24-34,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062362,Emily Adams,F,SBD,27.5,97.5,72.5,137.5,24-34,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062363,Trinna McIntosh,F,SBD,30.5,115.0,60.0,127.5,24-34,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062364,Christina Nosari,F,SBD,26.0,100.0,57.5,142.5,24-34,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062365,Breanne Coates,F,SBD,25.5,90.0,57.5,120.0,24-34,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062366,Elizabeth Iffrig,F,SBD,27.5,90.0,60.0,115.0,24-34,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062369,LaTavia Bowens,F,SBD,35.5,155.0,85.0,167.5,35-39,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062370,Niki Sims,F,SBD,30.5,127.5,82.5,175.0,24-34,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062371,Emeline Renz,F,SBD,33.5,107.5,65.0,150.0,24-34,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062373,Deann Stevens,F,SBD,36.5,72.5,50.0,110.0,35-39,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062376,April Hill,F,SBD,36.5,100.0,60.0,122.5,35-39,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062377,Megan Finnegan,F,SBD,37.5,82.5,50.0,97.5,35-39,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062378,Bianca Booher,F,SBD,15.5,45.0,27.5,62.5,,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062379,Kaylee Therieau,F,SBD,15.5,115.0,45.0,115.0,,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062380,Ariel Arocha,F,SBD,18.5,92.5,70.0,120.0,18-19,USAPL,2016,USA,GA,Powerlifting for Pups,South,Red
1062425,Anna Anton,F,SBD,52.5,87.5,,,50-54,USAPL,2016,USA,GA,Explosive Mechanics Day of Mayhem,South,Red
1062426,Marlene Perez,F,SBD,61.5,92.5,65.0,120.0,60-64,USAPL,2016,USA,GA,Explosive Mechanics Day of Mayhem,South,Red
1062427,Sky Dedrick,F,SBD,17.5,80.0,50.0,92.5,,USAPL,2016,USA,GA,Explosive Mechanics Day of Mayhem,South,Red
1062430,Makenzie Peacock,F,SBD,16.5,105.0,70.0,150.0,16-17,USAPL,2016,USA,GA,Explosive Mechanics Day of Mayhem,South,Red
1062431,Abby Weaver,F,SBD,15.5,105.0,60.0,125.0,,USAPL,2016,USA,GA,Explosive Mechanics Day of Mayhem,South,Red
1062432,Katherine McCormick,F,SBD,16.5,75.0,52.5,120.0,16-17,USAPL,2016,USA,GA,Explosive Mechanics Day of Mayhem,South,Red
1062434,Christina Henderman,F,SBD,18.5,110.0,52.5,150.0,18-19,USAPL,2016,USA,GA,Explosive Mechanics Day of Mayhem,South,Red
1062466,Felicia Williams,F,SBD,22.5,82.5,52.5,115.0,20-23,USAPL,2016,USA,GA,Kilo Classic,South,Red
1062467,Jordan Weaver,F,SBD,21.5,102.5,65.0,110.0,20-23,USAPL,2016,USA,GA,Kilo Classic,South,Red
1062468,Penny Danner,F,SBD,47.5,102.5,47.5,117.5,45-49,USAPL,2016,USA,GA,Kilo Classic,South,Red
1062469,Jennifer King,F,SBD,41.5,87.5,45.0,107.5,40-44,USAPL,2016,USA,GA,Kilo Classic,South,Red
1062470,Tina Bush,F,SBD,47.5,,50.0,120.0,45-49,USAPL,2016,USA,GA,Kilo Classic,South,Red
1062471,Robyn Lupica,F,SBD,51.5,70.0,57.5,92.5,50-54,USAPL,2016,USA,GA,Kilo Classic,South,Red
1062473,Jennifer Wilson,F,SBD,37.0,67.5,45.0,90.0,35-39,USAPL,2016,USA,GA,Kilo Classic,South,Red
1062474,MaSovaida Morgan,F,SBD,32.5,150.0,67.5,182.5,24-34,USAPL,2016,USA,GA,Kilo Classic,South,Red
1062475,Charquita Arnold,F,SBD,27.5,110.0,80.0,185.0,24-34,USAPL,2016,USA,GA,Kilo Classic,South,Red
1062511,Jennifer Hitchcock,F,SBD,39.5,105.0,60.0,137.5,,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062512,Gretchen Patsios,F,SBD,49.5,85.0,70.0,110.0,,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062513,Selena M. Hesse,F,SBD,56.5,75.0,50.0,92.5,55-59,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062514,Jessica Fleischer,F,SBD,35.5,80.0,42.5,97.5,35-39,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062515,Cortni Michelle Davis,F,SBD,23.5,115.0,60.0,147.5,,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062516,Sandy J Deck,F,SBD,30.5,102.5,52.5,115.0,24-34,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062517,Alison McCondichie,F,SBD,21.5,67.5,47.5,92.5,20-23,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062519,Darlena Cochran,F,SBD,34.5,87.5,47.5,110.0,,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062520,Jeannette Brown,F,SBD,29.5,107.5,70.0,140.0,24-34,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062521,Lisa Ciancio,F,SBD,37.5,95.0,57.5,145.0,35-39,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062522,Cameron Cook,F,SBD,33.5,107.5,60.0,110.0,24-34,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062524,Linda Baxter,F,SBD,37.5,87.5,60.0,90.0,35-39,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062525,Heather Richardson,F,SBD,27.5,70.0,55.0,95.0,24-34,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062527,Heather Carter,F,SBD,27.5,62.5,47.5,100.0,24-34,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062528,Corinn Williams,F,SBD,27.5,140.0,72.5,147.5,24-34,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062529,Rachel Sloane Whaley,F,SBD,23.5,105.0,62.5,120.0,,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062530,Lindsey Rolls,F,SBD,25.5,65.0,40.0,75.0,24-34,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062531,Ja'Nae Shelton,F,SBD,25.5,110.0,55.0,135.0,24-34,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062532,Kate Hilderbrandt,F,SBD,32.5,102.5,60.0,122.5,24-34,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062533,April Nicole Hill,F,SBD,36.5,97.5,65.0,115.0,35-39,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062534,Kensie Leigh Grace,F,SBD,16.5,90.0,,110.0,16-17,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062535,Rebecca Huckleby,F,SBD,9.5,50.0,25.0,92.5,5-12,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062536,Sarah Huckleby,F,SBD,11.5,92.5,47.5,120.0,5-12,USAPL,2016,USA,GA,Powerlifting for Pink,South,Red
1062546,Olamide Sokunbi,F,SBD,22.5,100.0,45.0,130.0,20-23,USAPL,2016,USA,GA,No Frills Quest Qualifier,South,Red
1062547,Kristin Pope,F,SBD,26.5,140.0,75.0,142.5,24-34,USAPL,2016,USA,GA,No Frills Quest Qualifier,South,Red
1062548,Laurie Gooden,F,SBD,34.5,112.5,82.5,140.0,,USAPL,2016,USA,GA,No Frills Quest Qualifier,South,Red
1062549,Adaku Taylor,F,SBD,29.5,102.5,77.5,165.0,24-34,USAPL,2016,USA,GA,No Frills Quest Qualifier,South,Red
1062550,Mary Morton,F,SBD,23.5,122.5,62.5,132.5,,USAPL,2016,USA,GA,No Frills Quest Qualifier,South,Red
1062551,Kaylee Therieau,F,SBD,15.5,125.0,47.5,120.0,,USAPL,2016,USA,GA,No Frills Quest Qualifier,South,Red
1064264,Anika Mejia,F,SBD,21.5,97.5,42.5,125.0,20-23,USAPL,2016,USA,HI,Island Qualifier,West,Blue
1064265,Ciarra Hutton,F,SBD,20.5,137.5,60.0,165.0,20-23,USAPL,2016,USA,HI,Island Qualifier,West,Blue
1064266,Donna Bareng,F,SBD,34.5,115.0,75.0,137.5,,USAPL,2016,USA,HI,Island Qualifier,West,Blue
1064267,Randi Lee,F,SBD,29.5,130.0,87.5,185.0,24-34,USAPL,2016,USA,HI,Island Qualifier,West,Blue
1064491,Samantha Watson,F,SBD,22.5,92.5,45.0,112.5,20-23,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064492,Nicole Cook,F,SBD,45.5,82.5,47.5,97.5,45-49,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064493,Heidi Tinney,F,SBD,43.5,65.0,42.5,77.5,40-44,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064494,Tricia Oldsen,F,SBD,44.5,90.0,70.0,140.0,,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064495,Brenda Keltner,F,SBD,43.5,95.0,70.0,132.5,40-44,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064496,Jannett Chavez,F,SBD,34.5,97.5,65.0,130.0,,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064497,Sarah Cupp,F,SBD,33.5,140.0,77.5,137.5,24-34,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064498,Bridget Smith,F,SBD,30.0,107.5,60.0,152.5,24-34,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064499,Kaylen Henry,F,SBD,34.5,117.5,67.5,142.5,,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064500,Lindsay Whitson,F,SBD,29.5,112.5,50.0,120.0,24-34,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064501,Abbie Mork,F,SBD,32.5,92.5,60.0,120.0,24-34,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064502,Jennifer Blake,F,SBD,38.5,130.0,67.5,145.0,35-39,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064503,Laurel Howell,F,SBD,38.5,115.0,67.5,137.5,35-39,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064504,Cinda Dixon,F,SBD,40.0,147.5,92.5,162.5,40-44,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064505,Stephanie Coady,F,SBD,38.5,147.5,72.5,147.5,35-39,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064506,Stephanie Vasquez,F,SBD,33.5,125.0,70.0,142.5,24-34,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064507,Deejay O'Leary,F,SBD,35.5,115.0,67.5,120.0,35-39,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064508,Ashley Randall,F,SBD,32.5,112.5,52.5,122.5,24-34,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064509,Kim Whitbeck,F,SBD,37.5,95.0,50.0,127.5,35-39,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064510,Tarra Sander,F,SBD,38.5,65.0,55.0,102.5,35-39,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1064511,Kristen Harold,F,SBD,19.5,140.0,70.0,187.5,,USAPL,2016,USA,IA,Iowa State Open,Midwest,Purple
1065180,Olivia Ottinger,F,SBD,30.5,130.0,87.5,140.0,24-34,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065181,Briana Garcia,F,SBD,20.5,105.0,40.0,137.5,20-23,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065182,Annie Singer,F,SBD,22.5,122.5,62.5,142.5,20-23,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065183,Victoria Osuna,F,SBD,20.5,82.5,65.0,110.0,20-23,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065184,Teresa Garner,F,SBD,43.0,87.5,42.5,115.0,40-44,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065185,Ramona Banjac,F,SBD,40.5,120.0,65.0,150.0,40-44,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065186,Stephanie Carpenter,F,SBD,43.5,110.0,70.0,147.5,40-44,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065187,Robby Wood,F,SBD,49.5,80.0,47.5,117.5,,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065188,Wendy Hibbitts,F,SBD,46.5,92.5,55.0,137.5,45-49,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065189,Becky Mauney,F,SBD,49.5,92.5,47.5,125.0,,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065190,Fanny Tam,F,SBD,24.5,75.0,35.0,77.5,24-34,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065191,Kelli Hoopes,F,SBD,38.5,115.0,52.5,147.5,35-39,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065192,Mattie Mulick,F,SBD,21.5,105.0,65.0,107.5,20-23,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065193,Jill McCreary,F,SBD,27.5,87.5,57.5,112.5,24-34,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065194,Tenessa L Roizman,F,SBD,31.5,110.0,85.0,152.5,24-34,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065195,Allee Gilbert,F,SBD,34.5,87.5,50.0,120.0,,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065196,Dana Vineyard,F,SBD,34.5,80.0,,97.5,,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065197,Lupita German,F,SBD,21.5,95.0,45.0,127.5,20-23,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065198,Danielle Roniger,F,SBD,31.0,82.5,50.0,90.0,24-34,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065199,Melissa Mueller,F,SBD,32.5,92.5,,135.0,24-34,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065200,Danice Heward,F,SBD,33.5,97.5,67.5,132.5,24-34,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065201,Daniella Tippton,F,SBD,15.5,82.5,42.5,115.0,,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065202,Marieke Jeffrey,F,SBD,11.5,47.5,20.0,57.5,5-12,USAPL,2016,USA,ID,M'powered Raw Ruckus,West,Red
1065218,Stephanie Carpenter,F,SBD,43.5,111.0,63.0,145.0,40-44,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065219,Gena Doyle,F,SBD,42.5,129.0,56.0,142.0,40-44,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065220,Misty Elom,F,SBD,40.5,95.0,49.0,127.0,40-44,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065221,Susan Johnson #1,F,SBD,49.5,111.0,75.0,151.0,,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065222,Michelle Fayant,F,SBD,51.5,147.0,106.0,179.0,50-54,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065223,Lupita German,F,SBD,21.5,138.0,90.0,147.0,20-23,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065224,Tenessa Roizman,F,SBD,31.5,122.0,84.0,145.0,24-34,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065225,Alee Gilbert,F,SBD,34.5,106.5,54.0,106.5,,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065226,Serena Arave,F,SBD,37.5,90.0,47.0,117.0,35-39,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065227,Michelle Havens,F,SBD,32.5,86.0,47.0,120.0,24-34,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065228,Vanessa Berger,F,SBD,26.5,140.0,75.0,163.0,24-34,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065229,Jessica Perkins,F,SBD,29.5,88.0,52.0,136.0,24-34,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065230,Victoria Osuna,F,SBD,20.5,90.0,58.0,127.0,20-23,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065231,Rachael Neckels,F,SBD,19.5,102.0,72.0,140.0,,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065232,Kristi Stickley,F,SBD,27.5,111.0,65.0,136.0,24-34,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065233,Daniella Tipton,F,SBD,15.5,86.0,38.5,111.0,,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065234,Zoe Bell,F,SBD,46.5,86.0,36.0,102.0,45-49,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065235,Savannah Helton,F,SBD,18.5,138.0,56.0,145.0,18-19,USAPL,2016,USA,ID,Idaho RAW Classic,West,Red
1065247,Stephanie Capenter,F,SBD,13.5,130.0,75.0,152.5,13-15,USAPL,2016,USA,ID,Winter Wars,West,Red
1065248,Monica Agana,F,SBD,25.5,105.0,55.0,150.0,24-34,USAPL,2016,USA,ID,Winter Wars,West,Red
1065249,Serena Arave,F,SBD,37.5,97.5,52.5,127.5,35-39,USAPL,2016,USA,ID,Winter Wars,West,Red
1065250,Kelli Duren,F,SBD,26.0,137.5,57.5,172.5,24-34,USAPL,2016,USA,ID,Winter Wars,West,Red
1065251,Larissa Lavendar,F,SBD,25.5,107.5,57.5,132.5,24-34,USAPL,2016,USA,ID,Winter Wars,West,Red
1065252,Melissa Mueller,F,SBD,32.5,100.0,57.5,122.5,24-34,USAPL,2016,USA,ID,Winter Wars,West,Red
1065253,Roxanne Luangaphay,F,SBD,24.5,137.5,70.0,147.5,24-34,USAPL,2016,USA,ID,Winter Wars,West,Red
1065254,Alejandra Flores,F,SBD,17.5,105.0,45.0,115.0,,USAPL,2016,USA,ID,Winter Wars,West,Red
1065255,Allie Hahs,F,SBD,16.5,92.5,,125.0,16-17,USAPL,2016,USA,ID,Winter Wars,West,Red
1065900,Katie Kollath,F,SBD,23.5,112.5,60.0,140.0,,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065901,Rebecca Zgobica,F,SBD,23.5,115.0,65.0,130.0,,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065902,Samantha Loesch,F,SBD,23.5,110.0,62.5,132.5,,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065903,Sarah Stumbras,F,SBD,22.5,112.5,72.5,115.0,20-23,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065905,Natalie Faris,F,SBD,23.5,102.5,55.0,125.0,,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065907,Adrienne Thomas,F,SBD,23.5,112.5,57.5,142.5,,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065909,Katie Bochenek,F,SBD,20.5,90.0,45.0,125.0,20-23,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065911,Helen Lesser,F,SBD,41.5,70.0,52.5,102.5,40-44,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065913,Alison Reeley,F,SBD,44.0,95.0,45.0,122.5,40-44,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065916,Sue Hallen,F,SBD,58.5,125.0,90.0,140.0,55-59,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065918,Debee Alex,F,SBD,66.5,60.0,37.5,65.0,65-69,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065919,Raina Shah,F,SBD,38.5,50.0,37.5,87.5,35-39,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065920,Garrett Wood,F,SBD,25.5,90.0,50.0,125.0,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065921,Heather Hamilton,F,SBD,28.5,120.0,67.5,140.0,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065922,Elisa Zaiceva,F,SBD,25.5,97.5,47.5,145.0,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065923,Christina Heinrich,F,SBD,25.5,95.0,57.5,125.0,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065924,Julianne Hall,F,SBD,28.5,122.5,75.0,157.5,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065925,Marlene Pizarro,F,SBD,24.5,127.5,60.0,140.0,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065926,Allison Schimdt,F,SBD,26.5,87.5,50.0,120.0,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065927,Liz Thompson,F,SBD,30.5,110.0,60.0,145.0,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065928,Maggie Rimnac,F,SBD,29.5,97.5,55.0,115.0,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065929,Karen Cralli,F,SBD,29.5,87.5,47.5,130.0,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065930,Taylor Tobin,F,SBD,24.5,75.0,45.0,112.5,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065931,Caitlin Yates,F,SBD,27.5,70.0,37.5,95.0,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065932,Katrina Diaz,F,SBD,26.5,155.0,70.0,170.0,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065933,Ashley Donahue,F,SBD,30.5,127.5,85.0,170.0,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065934,Rachel Pederson,F,SBD,30.5,110.0,60.0,152.5,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065935,Chien-Hui Hung,F,SBD,32.5,112.5,55.0,132.5,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065936,Nicole Burns,F,SBD,38.5,115.0,57.5,127.5,35-39,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065937,Abigail Andrick,F,SBD,28.5,97.5,42.5,125.0,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065938,Caitlin Hanson,F,SBD,26.5,100.0,45.0,115.0,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065939,Jennifer Lilly,F,SBD,33.5,,,,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065940,Elizabeth Flinner,F,SBD,26.5,180.0,90.0,180.0,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065941,Corrin Cafferty,F,SBD,35.5,130.0,65.0,165.0,35-39,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065942,Lubia Salgado,F,SBD,27.5,92.5,55.0,137.5,24-34,USAPL,2016,USA,IL,Illinois Women's Raw Open & Bench,Midwest,Blue
1065992,Olivia Biggiam,F,SBD,15.5,75.0,37.5,102.5,,USAPL,2016,USA,IL,Chicagoland Men's Open Power,Midwest,Blue
1066042,Lindsey Raker,F,SBD,20.5,130.0,77.5,182.5,20-23,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066043,Anna Gailius,F,SBD,20.5,132.5,85.0,152.5,20-23,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066044,Marisa Eash,F,SBD,39.5,72.5,45.0,120.0,,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066045,Denise Manker,F,SBD,43.5,92.5,55.0,127.5,40-44,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066046,Jackie Hall,F,SBD,40.5,127.5,67.5,135.0,40-44,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066047,Shannon Borgmann,F,SBD,43.5,102.5,57.5,142.5,40-44,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066048,Cara Bowen,F,SBD,39.5,72.5,47.5,110.0,,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066049,Carmella Mattingly,F,SBD,44.5,140.0,70.0,147.5,,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066050,Cheryl Venorsky,F,SBD,45.5,62.5,82.5,170.0,45-49,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066051,Rachel Wood,F,SBD,25.5,100.0,57.5,130.0,24-34,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066052,Caresse Hollendoner,F,SBD,28.5,100.0,57.5,140.0,24-34,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066053,Erica Leong,F,SBD,29.5,85.0,,80.0,24-34,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066054,Kassie Kussman,F,SBD,30.5,85.0,52.5,122.5,24-34,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066055,Megan Williams,F,SBD,24.5,80.0,55.0,115.0,24-34,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066056,Cassandra Garcilaso,F,SBD,24.5,135.0,75.0,182.5,24-34,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066057,Annie Ngo,F,SBD,26.5,127.5,87.5,162.5,24-34,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066058,Jamie Simon,F,SBD,32.5,122.5,67.5,162.5,24-34,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066059,Katie Funkhouser,F,SBD,26.5,127.5,60.0,165.0,24-34,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066060,Emily Zwilling,F,SBD,31.5,117.5,60.0,150.0,24-34,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066061,Melissa Johnson,F,SBD,32.5,120.0,,120.0,24-34,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066062,Victoria Young,F,SBD,30.5,152.5,60.0,165.0,24-34,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066063,Capri Vita,F,SBD,19.5,80.0,40.0,110.0,,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066064,Teagan Schwab,F,SBD,19.5,110.0,65.0,150.0,,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
1066065,Lauren Varosi-Garavaglia,F,SBD,19.5,182.5,85.0,185.0,,USAPL,2016,USA,IL,River's Edge,Midwest,Blue
